Financial Year,Offence Month,Inf No,Face Value,Infringement Type,Offence Description,Location Details
2007/08,Mar,199,63282,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,WINDSOR ROAD (99) BAULKHAM HILLS SOUTHBOUND
2007/08,Nov,106,33708,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HAMILTON ROAD (152) FAIRFIELD WESTBOUND
2007/08,Nov,82,26076,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FIVE ISLANDS RD (BRAMBLES CNR) WARRAWONG SOUTHBOUND
2007/08,Dec,91,28938,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CUMBERLAND HIGHWAY (96) WEST CABRAMATTA NORTHBOUND
2007/08,Feb,172,54696,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,STONEY CREEK ROAD (140) PEAKHURST WESTBOUND
2007/08,Feb,335,106530,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PARRAMATTA ROAD (2) FOREST LODGE EASTBOUND
2007/08,Feb,89,28302,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BUNGARRIBEE ROAD (153) BLACKTOWN EASTBOUND
2007/08,Jan,110,34980,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,STONEY CREEK ROAD (140) PEAKHURST WESTBOUND
2007/08,Oct,32,10176,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PITTWATER ROAD (81) BROOKVALE SOUTHBOUND
2007/08,Oct,341,108438,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PARRAMATTA ROAD (2) FOREST LODGE EASTBOUND
2007/08,Oct,201,63918,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PENNANT HILLS ROAD (47) THORNLEIGH NORTHBOUND
2007/08,Oct,100,31800,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SYDNEY ROAD (121) BALGOWLAH EASTBOUND
2007/08,Oct,25,7950,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MACQUARIE ROAD (506) CARDIFF NORTHBOUND
2007/08,Aug,52,16536,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CORRIMAL STREET (610) WOLLONGONG SOUTHBOUND
2007/08,Aug,97,30846,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PACIFIC HIGHWAY (505) GATESHEAD SOUTHBOUND
2007/08,Jul,386,122748,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CANTERBURY ROAD (89) CAMPSIE WESTBOUND
2007/08,Jul,34,10812,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,ERNEST STREET(158) CAMMERAY EASTBOUND
2007/08,Jul,90,28620,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MILITARY ROAD (126) MOSMAN WESTBOUND
2007/08,Jul,103,32754,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MACQUARIE ROAD (506) CARDIFF NORTHBOUND
2007/08,Jul,14,4452,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,WARDELL ROAD (160) DULWICH HILL NORTHBOUND
2007/08,Jul,116,36888,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,DAVIES ROAD(25) PADSTOW SOUTHBOUND
2007/08,Sep,153,48654,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SYDNEY ROAD (121) BALGOWLAH EASTBOUND
2007/08,Sep,42,13356,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CORRIMAL STREET (610) WOLLONGONG SOUTHBOUND
2007/08,Jun,238,75684,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SILVERWATER ROAD (115) SILVERWATER SOUTHBOUND
2007/08,Jun,34,10812,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MACQUARIE ROAD (506) CARDIFF NORTHBOUND
2007/08,Jun,72,22896,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,DAVIES ROAD(25) PADSTOW SOUTHBOUND
2007/08,May,97,30846,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD (114) PARRAMATTA WESTBOUND
2007/08,May,295,93810,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2007/08,Jan,27,8586,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,ERNEST STREET(158) CAMMERAY EASTBOUND
2007/08,Sep,107,34026,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MILITARY ROAD (126) MOSMAN WESTBOUND
2007/08,Dec,421,133878,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SILVERWATER ROAD (115) SILVERWATER SOUTHBOUND
2007/08,Dec,55,17490,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD(13) RYDALMERE EASTBOUND
2008/09,Oct,4,1620,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Individual,CHALMERS STREET (54) REDFERN (Z) NORTHBOUND
2008/09,Mar,26,10530,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2008/09,Jan,2,810,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2008/09,Sep,26,10530,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Individual,CHALMERS STREET (54) REDFERN (Z) NORTHBOUND
2008/09,May,3,972,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,VICTORIA ROAD(13) RYDALMERE EASTBOUND
2008/09,Apr,7,2268,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,SILVERWATER ROAD (115) SILVERWATER SOUTHBOUND
2008/09,Nov,1,324,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,VICTORIA ROAD (114) PARRAMATTA WESTBOUND
2008/09,Nov,7,2268,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,SILVERWATER ROAD (115) SILVERWATER SOUTHBOUND
2008/09,Mar,2,648,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,BOURKE STREET (128) ZETLAND EASTBOUND
2008/09,Jul,17,5508,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,SILVERWATER ROAD (115) SILVERWATER SOUTHBOUND
2008/09,Jul,3,972,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PARRAMATTA ROAD (2) FOREST LODGE EASTBOUND
2008/09,Jun,87,28188,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,DAVIES ROAD(25) PADSTOW SOUTHBOUND
2008/09,May,118,38232,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BEXLEY ROAD (49) CLEMTON PARK NORTHBOUND
2008/09,May,242,78408,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,ANZAC PARADE (92) KENSINGTON NORTHBOUND
2008/09,Jun,67,21708,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD(13) RYDALMERE EASTBOUND
2008/09,Jan,244,79056,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BROADWAY(35) ULTIMO WESTBOUND
2008/09,Jan,41,13284,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD(13) RYDALMERE EASTBOUND
2008/09,Nov,334,108216,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PARRAMATTA ROAD (2) FOREST LODGE EASTBOUND
2008/09,Nov,58,18792,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FREDERICK ST ASHFIELD SOUTHBOUND
2008/09,Dec,11,3564,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SPRINGHILL ROAD (600) CONISTON SOUTHBOUND
2008/09,Apr,129,41796,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CHALMERS STREET (54) REDFERN (Z) NORTHBOUND
2008/09,Apr,84,27216,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FAIRLIGHT STREET (137) FIVE DOCK EASTBOUND
2008/09,Apr,66,21384,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CUMBERLAND HIGHWAY (96) WEST CABRAMATTA NORTHBOUND
2008/09,Nov,31,10044,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PARRAMATTA ROAD (116) SUMMER HILL SOUTHBOUND
2008/09,Oct,24,7776,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FREDERICK ST ASHFIELD SOUTHBOUND
2008/09,Mar,79,25596,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD (114) PARRAMATTA WESTBOUND
2008/09,Mar,157,50868,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2008/09,Mar,65,21060,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SACKVILLE STREET (63) CANLEY VALE NORTHBOUND
2008/09,Mar,198,64152,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2008/09,Feb,231,74844,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BROADWAY(35) ULTIMO WESTBOUND
2008/09,Mar,6,1944,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,KING STREET (605) WARRAWONG SOUTHBOUND
2008/09,Feb,52,16848,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CUMBERLAND HIGHWAY (97) SOUTH WENTWORTHVILLE SOUTHBOUND
2008/09,Sep,305,98820,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BROADWAY(35) ULTIMO WESTBOUND
2008/09,Oct,23,7452,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FIVE ISLANDS RD (BRAMBLES CNR) WARRAWONG SOUTHBOUND
2008/09,Sep,76,24624,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA STREET (62) SMITHFIELD WESTBOUND
2008/09,Aug,114,36936,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,DAVIES ROAD(25) PADSTOW SOUTHBOUND
2008/09,Aug,93,30132,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CONCORD ROAD (100) STRATHFIELD NORTH (Z) NORTHBOUND
2008/09,Jul,36,11664,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2008/09,Aug,16,5184,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MACQUARIE ROAD (506) CARDIFF NORTHBOUND
2008/09,Jul,127,41148,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FAIRLIGHT STREET (137) FIVE DOCK EASTBOUND
2008/09,Jul,102,33048,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,GLEBE ROAD (508) ADAMSTOWN EASTBOUND
2010/11,Sep,6,2580,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2010/11,Sep,8,2752,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PENNANT HILLS ROAD (47) THORNLEIGH NORTHBOUND
2010/11,Nov,41,14104,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SACKVILLE STREET (63) CANLEY VALE NORTHBOUND
2010/11,Sep,304,104576,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CHURCH STREET (74) RYDE SOUTHBOUND
2010/11,Sep,61,20984,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD(13) RYDALMERE EASTBOUND
2010/11,Aug,234,80496,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2010/11,Oct,69,23736,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BOURKE STREET (128) ZETLAND EASTBOUND
2010/11,Aug,53,18232,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HIGHWAY (151) WARWICK FARM WESTBOUND
2010/11,Jul,248,85312,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PENNANT HILLS ROAD (47) THORNLEIGH NORTHBOUND
2009/10,Oct,10,3380,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PENNANT HILLS ROAD (47) THORNLEIGH NORTHBOUND
2009/10,Oct,3,1014,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,HUME HIGHWAY (151) WARWICK FARM WESTBOUND
2009/10,Jun,54,18252,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA STREET (62) SMITHFIELD WESTBOUND
2009/10,Jun,137,46306,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,ANZAC PARADE (92) KENSINGTON NORTHBOUND
2009/10,Jun,191,64558,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2009/10,Jun,68,22984,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CHALMERS STREET (54) REDFERN (Z) NORTHBOUND
2009/10,Jun,111,37518,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BROADWAY(35) ULTIMO WESTBOUND
2009/10,May,424,143312,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CHURCH STREET (74) RYDE SOUTHBOUND
2009/10,Jan,45,15210,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA STREET (62) SMITHFIELD WESTBOUND
2009/10,Dec,159,53742,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,ANZAC PARADE (92) KENSINGTON NORTHBOUND
2009/10,Dec,397,134186,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CHURCH STREET (74) RYDE SOUTHBOUND
2009/10,Apr,117,39546,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CHALMERS STREET (54) REDFERN (Z) NORTHBOUND
2009/10,Nov,425,143650,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CHURCH STREET (74) RYDE SOUTHBOUND
2009/10,Apr,125,42250,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FAIRLIGHT STREET (137) FIVE DOCK EASTBOUND
2009/10,Mar,240,81120,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PENNANT HILLS ROAD (47) THORNLEIGH NORTHBOUND
2009/10,Nov,149,50362,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PENNANT HILLS ROAD (47) THORNLEIGH NORTHBOUND
2009/10,Oct,73,24674,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD(13) RYDALMERE EASTBOUND
2009/10,Nov,39,13182,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BOURKE STREET (128) ZETLAND EASTBOUND
2009/10,Oct,46,15548,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CUMBERLAND HIGHWAY (96) WEST CABRAMATTA NORTHBOUND
2009/10,Sep,124,41912,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,ANZAC PARADE (92) KENSINGTON NORTHBOUND
2009/10,Sep,120,40560,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,DAVIES ROAD(25) PADSTOW SOUTHBOUND
2009/10,Aug,149,50362,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2009/10,Aug,163,55094,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BOURKE STREET (128) ZETLAND EASTBOUND
2009/10,Aug,1,338,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FAIRLIGHT STREET (137) FIVE DOCK NORTHBOUND
2009/10,Jul,32,10816,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SACKVILLE STREET (63) CANLEY VALE NORTHBOUND
2004/05,Jun,18,4068,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),GREAT WESTERN HIGHWAY(20) BLACKTOWN WESTBOUND
2004/05,May,2,452,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),MACQUARIE ROAD (506) CARDIFF WESTBOUND
2006/07,Jun,6,1848,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,STONEY CREEK ROAD (140) PEAKHURST WESTBOUND
2006/07,May,3,924,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PARRAMATTA ROAD (2) FOREST LODGE EASTBOUND
2006/07,Apr,5,1540,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PACIFIC HIGHWAY (157) TURRAMURRA WESTBOUND
2006/07,Apr,8,2464,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,O'CONNELL STREET(22) PARRAMATTA SOUTHBOUND
2006/07,Nov,9,2772,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,O'CONNELL STREET(22) PARRAMATTA SOUTHBOUND
2006/07,Feb,1,308,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,KING STREET (605) WARRAWONG SOUTHBOUND
2006/07,Oct,1,308,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,O'RIORDAN STREET (162) MASCOT SOUTHBOUND
2006/07,May,1,308,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,DAVIES ROAD(25) PADSTOW SOUTHBOUND
2006/07,Mar,4,1232,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,DONALD STREET (512) HAMILTON WESTBOUND
2006/07,Nov,6,1848,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2006/07,Oct,2,616,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,KINGSWAY (85) WOOLOOWARE WESTBOUND
2006/07,Jul,2,616,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PRINCES HIGHWAY (604) FIGTREE SOUTHBOUND
2006/07,Jul,2,616,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,DONALD STREET (512) HAMILTON WESTBOUND
2006/07,Nov,34,10472,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CORRIMAL STREET (610) WOLLONGONG SOUTHBOUND
2006/07,Oct,7,2156,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,ARTHUR STREET (122) STRATHFIELD EASTBOUND
2006/07,Dec,24,7392,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SACKVILLE STREET (63) CANLEY VALE NORTHBOUND
2005/06,Jun,1,300,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,MOWBRAY ROAD (110) WILLOUGHBY EASTBOUND
2005/06,Apr,7,2100,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,OLD SOUTH HEAD ROAD (108) BONDI JUNCTION WESTBOUND
2005/06,Apr,3,900,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,MAIN ROAD (503) GLENDALE EASTBOUND
2005/06,Mar,5,1500,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,HUME HIGHWAY(8) YAGOONA (Z) EASTBOUND
2005/06,Feb,3,900,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,ANZAC PARADE (143) MAROUBRA SOUTHBOUND
2005/06,Nov,2,600,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PACIFIC HIGHWAY (154) CROWS NEST WESTBOUND
2005/06,Feb,4,1200,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,SACKVILLE STREET (63) CANLEY VALE NORTHBOUND
2005/06,Jan,3,900,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,RYDE ROAD (138) GLADESVILLE WESTBOUND
2005/06,Jan,1,300,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PACIFIC HIGHWAY (154) CROWS NEST WESTBOUND
2007/08,Feb,9,2862,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,SILVERWATER ROAD (115) SILVERWATER SOUTHBOUND
2007/08,Jul,11,3498,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,DAVIES ROAD(25) PADSTOW SOUTHBOUND
2007/08,Jul,3,954,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,MULGOA ROAD (94) PENRITH NORTHBOUND
2007/08,Jun,6,1908,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2007/08,Jan,5,1590,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,FIVE ISLANDS RD (BRAMBLES CNR) WARRAWONG SOUTHBOUND
2007/08,Sep,4,1272,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PITTWATER ROAD (81) BROOKVALE SOUTHBOUND
2007/08,Jun,21,6678,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CUMBERLAND HIGHWAY (96) WEST CABRAMATTA NORTHBOUND
2008/09,Jul,3,1215,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Individual,CONCORD ROAD (100) STRATHFIELD NORTH (Z) NORTHBOUND
2007/08,Jun,2,794,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Corporation,CONCORD ROAD (100) STRATHFIELD NORTH (Z) NORTHBOUND
2008/09,May,3,972,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,HUME HIGHWAY (151) WARWICK FARM WESTBOUND
2008/09,Apr,6,1944,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,ANZAC PARADE (92) KENSINGTON NORTHBOUND
2008/09,Oct,5,1620,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,STONEY CREEK ROAD (140) PEAKHURST WESTBOUND
2008/09,Mar,3,972,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,VICTORIA STREET (62) SMITHFIELD WESTBOUND
2008/09,Jul,1,324,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,HUME HIGHWAY (151) WARWICK FARM WESTBOUND
2008/09,Oct,4,1296,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) SOUTHBOUND
2008/09,Oct,18,5832,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FREDERICK ST ASHFIELD EASTBOUND
2008/09,Nov,2,648,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,DAVIES ROAD(25) PADSTOW EASTBOUND
2008/09,Mar,4,1296,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CUMBERLAND HIGHWAY (97) SOUTH WENTWORTHVILLE SOUTHBOUND
2008/09,Mar,5,1620,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,KINGSWAY (85) WOOLOOWARE WESTBOUND
2008/09,Jan,2,648,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FREDERICK ST ASHFIELD EASTBOUND
2009/10,Sep,2,844,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Corporation,CHALMERS STREET (54) REDFERN (Z) NORTHBOUND
2009/10,Feb,2,676,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,CHALMERS STREET (54) REDFERN (Z) NORTHBOUND
2009/10,Jan,4,1352,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,CHALMERS STREET (54) REDFERN (Z) NORTHBOUND
2009/10,May,10,3380,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,CHURCH STREET (74) RYDE SOUTHBOUND
2009/10,Sep,3,1014,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,ANZAC PARADE (92) KENSINGTON NORTHBOUND
2009/10,Jul,3,1014,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,FAIRLIGHT STREET (137) FIVE DOCK EASTBOUND
2009/10,Jul,4,1352,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PENNANT HILLS ROAD (47) THORNLEIGH NORTHBOUND
2009/10,Aug,4,1352,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CHURCH STREET (74) RYDE NORTHBOUND
2006/07,Jan,3,924,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,VICTORIA ROAD (114) PARRAMATTA WESTBOUND
